payment_id,order_id,customer_id,amount,payment_method,status,failure_reason,created_at,retry_count
PAY0307,ORD0307,CUST0040,1763,NETBANKING,captured,,2026-08-03T07:14:00,0
PAY0308,ORD0308,CUST0130,9342,UPI,captured,,2026-08-15T01:31:00,0
PAY0309,ORD0309,CUST0034,6671,CARD,captured,,2026-08-15T05:11:00,0
PAY0310,ORD0310,CUST0208,3211,WALLET,failed,network_error,2026-08-11T02:35:00,1
PAY0311,ORD0311,CUST0157,5167,WALLET,captured,,2026-08-06T10:37:00,0
PAY0312,ORD0312,CUST0080,8183,CARD,captured,,2026-08-13T23:31:00,0
PAY0313,ORD0313,CUST0113,8063,NETBANKING,captured,,2026-08-12T10:39:00,0
PAY0314,ORD0314,CUST0136,7358,CARD,captured,,2026-08-14T18:13:00,0
PAY0315,ORD0315,CUST0036,4595,UPI,captured,,2026-08-09T10:43:00,0
PAY0316,ORD0316,CUST0142,2179,UPI,captured,,2026-08-04T15:33:00,0
PAY0317,ORD0317,CUST0070,7860,CARD,captured,,2026-08-03T02:05:00,0
PAY0318,ORD0318,CUST0243,4136,WALLET,captured,,2026-08-01T14:33:00,0
PAY0319,ORD0319,CUST0107,1371,WALLET,captured,,2026-08-06T08:45:00,0
PAY0320,ORD0320,CUST0099,1836,NETBANKING,captured,,2026-08-08T06:02:00,0
PAY0321,ORD0321,CUST0239,2122,NETBANKING,captured,,2026-08-04T03:08:00,0
PAY0322,ORD0322,CUST0010,5199,WALLET,captured,,2026-08-04T03:47:00,0
PAY0323,ORD0323,CUST0195,8184,WALLET,captured,,2026-08-02T19:16:00,0
PAY0324,ORD0324,CUST0005,4692,CARD,captured,,2026-08-13T11:43:00,0
PAY0325,ORD0325,CUST0241,9146,WALLET,captured,,2026-08-07T13:20:00,0
PAY0326,ORD0326,CUST0061,5433,UPI,failed,authentication_failed,2026-08-02T10:18:00,3
PAY0327,ORD0327,CUST0029,8688,UPI,captured,,2026-08-14T02:03:00,0
PAY0328,ORD0328,CUST0062,2851,NETBANKING,captured,,2026-08-14T23:46:00,0
PAY0329,ORD0329,CUST0091,4440,WALLET,captured,,2026-08-16T04:56:00,0
PAY0330,ORD0330,CUST0022,9075,NETBANKING,failed,limit_exceeded,2026-08-09T21:14:00,0
PAY0331,ORD0331,CUST0224,8201,UPI,captured,,2026-08-09T11:52:00,0
PAY0332,ORD0332,CUST0065,765,NETBANKING,captured,,2026-08-08T20:18:00,0
PAY0333,ORD0333,CUST0062,2197,NETBANKING,captured,,2026-08-09T00:24:00,0
PAY0334,ORD0334,CUST0140,6045,CARD,captured,,2026-08-11T13:44:00,0
PAY0335,ORD0335,CUST0179,8339,CARD,captured,,2026-08-02T10:27:00,0
PAY0336,ORD0336,CUST0184,7997,UPI,captured,,2026-08-01T23:55:00,0
PAY0337,ORD0337,CUST0203,3767,UPI,captured,,2026-08-08T01:20:00,0
PAY0338,ORD0338,CUST0132,7023,WALLET,captured,,2026-08-15T17:17:00,0
PAY0339,ORD0339,CUST0049,5186,NETBANKING,captured,,2026-08-02T02:06:00,0
PAY0340,ORD0340,CUST0222,5937,NETBANKING,captured,,2026-08-09T08:59:00,0
PAY0341,ORD0341,CUST0112,7052,WALLET,captured,,2026-08-09T19:09:00,0
PAY0342,ORD0342,CUST0087,3559,WALLET,captured,,2026-08-09T08:37:00,0
PAY0343,ORD0343,CUST0237,9006,NETBANKING,captured,,2026-08-10T15:50:00,0
PAY0344,ORD0344,CUST0021,7554,CARD,captured,,2026-08-08T07:25:00,0
PAY0345,ORD0345,CUST0027,1810,NETBANKING,captured,,2026-08-07T23:23:00,0
PAY0346,ORD0346,CUST0115,7480,CARD,captured,,2026-08-08T23:59:00,0
PAY0347,ORD0347,CUST0115,1192,NETBANKING,captured,,2026-08-10T21:32:00,0
PAY0348,ORD0348,CUST0071,1438,UPI,captured,,2026-08-10T05:50:00,0
PAY0349,ORD0349,CUST0094,8905,CARD,captured,,2026-08-04T05:58:00,0
PAY0350,ORD0350,CUST0218,7678,UPI,failed,insufficient_funds,2026-08-09T05:46:00,2
PAY0351,ORD0351,CUST0099,9792,UPI,captured,,2026-08-16T10:51:00,0
PAY0352,ORD0352,CUST0116,6576,NETBANKING,captured,,2026-08-02T17:59:00,0
PAY0353,ORD0353,CUST0147,2754,NETBANKING,captured,,2026-08-15T18:44:00,0
PAY0354,ORD0354,CUST0072,4588,UPI,failed,insufficient_funds,2026-08-12T18:45:00,3
PAY0355,ORD0355,CUST0100,9701,UPI,captured,,2026-08-06T22:09:00,0
PAY0356,ORD0356,CUST0181,7810,CARD,captured,,2026-08-07T11:57:00,0
PAY0357,ORD0357,CUST0178,8546,CARD,captured,,2026-08-02T16:26:00,0
PAY0358,ORD0358,CUST0116,3327,WALLET,captured,,2026-08-08T06:32:00,0
PAY0359,ORD0359,CUST0171,6191,UPI,captured,,2026-08-07T14:34:00,0
PAY0360,ORD0360,CUST0229,5413,CARD,captured,,2026-08-15T12:16:00,0
PAY0361,ORD0361,CUST0045,6421,CARD,captured,,2026-08-05T13:45:00,0
PAY0362,ORD0362,CUST0203,2774,CARD,captured,,2026-08-01T14:21:00,0
PAY0363,ORD0363,CUST0093,9576,NETBANKING,captured,,2026-08-13T13:16:00,0
PAY0364,ORD0364,CUST0034,1911,UPI,captured,,2026-08-11T21:24:00,0
PAY0365,ORD0365,CUST0135,7229,WALLET,captured,,2026-08-02T16:16:00,0
PAY0366,ORD0366,CUST0033,5693,UPI,captured,,2026-08-16T11:25:00,0
PAY0367,ORD0367,CUST0133,6143,CARD,captured,,2026-08-13T13:05:00,0
PAY0368,ORD0368,CUST0164,3480,CARD,captured,,2026-08-02T06:15:00,0
PAY0369,ORD0369,CUST0213,2533,CARD,captured,,2026-08-04T16:27:00,0
PAY0370,ORD0370,CUST0083,4193,NETBANKING,captured,,2026-08-12T19:23:00,0
PAY0371,ORD0371,CUST0230,5152,UPI,captured,,2026-08-15T10:49:00,0
PAY0372,ORD0372,CUST0245,9523,NETBANKING,captured,,2026-08-07T21:22:00,0
PAY0373,ORD0373,CUST0158,9239,UPI,captured,,2026-08-04T20:05:00,0
PAY0374,ORD0374,CUST0152,3025,CARD,captured,,2026-08-14T18:29:00,0
PAY0375,ORD0375,CUST0087,9733,UPI,captured,,2026-08-01T15:29:00,0
PAY0376,ORD0376,CUST0021,1243,NETBANKING,captured,,2026-08-14T00:27:00,0
PAY0377,ORD0377,CUST0107,995,WALLET,captured,,2026-08-13T09:57:00,0
PAY0378,ORD0378,CUST0075,5448,WALLET,captured,,2026-08-10T05:46:00,0
PAY0379,ORD0379,CUST0077,7929,UPI,captured,,2026-08-04T14:19:00,0
PAY0380,ORD0380,CUST0113,7308,WALLET,captured,,2026-08-08T17:47:00,0
PAY0381,ORD0381,CUST0156,2852,NETBANKING,captured,,2026-08-08T06:23:00,0
PAY0382,ORD0382,CUST0188,6157,WALLET,captured,,2026-08-09T10:21:00,0
PAY0383,ORD0383,CUST0132,9701,UPI,captured,,2026-08-11T14:45:00,0
PAY0384,ORD0384,CUST0032,4881,WALLET,captured,,2026-08-03T04:52:00,0
PAY0385,ORD0385,CUST0013,5253,WALLET,captured,,2026-08-10T12:21:00,0
PAY0386,ORD0386,CUST0064,3115,NETBANKING,captured,,2026-08-08T02:47:00,0
PAY0387,ORD0387,CUST0049,3109,WALLET,captured,,2026-08-11T14:56:00,0
PAY0388,ORD0388,CUST0128,5554,WALLET,failed,authentication_failed,2026-08-06T11:28:00,3
PAY0389,ORD0389,CUST0056,6280,UPI,failed,authentication_failed,2026-08-07T12:03:00,3
PAY0390,ORD0390,CUST0138,632,UPI,captured,,2026-08-07T00:26:00,0
PAY0391,ORD0391,CUST0187,6491,WALLET,captured,,2026-08-10T02:46:00,0
PAY0392,ORD0392,CUST0014,9842,CARD,captured,,2026-08-07T13:36:00,0
PAY0393,ORD0393,CUST0019,6828,WALLET,captured,,2026-08-07T08:45:00,0
PAY0394,ORD0394,CUST0212,2445,CARD,captured,,2026-08-09T23:07:00,0
PAY0395,ORD0395,CUST0096,6054,NETBANKING,captured,,2026-08-05T12:42:00,0
PAY0396,ORD0396,CUST0155,8840,WALLET,captured,,2026-08-02T00:44:00,0
PAY0397,ORD0397,CUST0010,2744,NETBANKING,captured,,2026-08-12T19:37:00,0
PAY0398,ORD0398,CUST0117,2939,CARD,captured,,2026-08-14T22:49:00,0
PAY0399,ORD0399,CUST0082,3161,WALLET,captured,,2026-08-07T19:25:00,0
PAY0400,ORD0400,CUST0152,6010,WALLET,captured,,2026-08-07T19:43:00,0
PAY0401,ORD0401,CUST0122,771,NETBANKING,captured,,2026-08-03T11:51:00,0
PAY0402,ORD0402,CUST0107,5539,UPI,captured,,2026-08-07T01:00:00,0
PAY0403,ORD0403,CUST0248,9976,CARD,captured,,2026-08-14T06:40:00,0
PAY0404,ORD0404,CUST0123,3292,WALLET,captured,,2026-08-16T11:46:00,0
PAY0405,ORD0405,CUST0063,1016,UPI,captured,,2026-08-11T00:51:00,0
PAY0406,ORD0406,CUST0081,7360,CARD,captured,,2026-08-05T15:21:00,0
PAY0407,ORD0407,CUST0106,8720,WALLET,captured,,2026-08-02T10:00:00,0
PAY0408,ORD0408,CUST0181,2761,CARD,captured,,2026-08-16T01:39:00,0
PAY0409,ORD0409,CUST0123,9108,WALLET,captured,,2026-08-04T22:34:00,0
PAY0410,ORD0410,CUST0118,9233,NETBANKING,captured,,2026-08-16T09:06:00,0
PAY0411,ORD0411,CUST0198,4830,WALLET,captured,,2026-08-06T14:37:00,0
PAY0412,ORD0412,CUST0072,9642,NETBANKING,captured,,2026-08-07T18:32:00,0
PAY0413,ORD0413,CUST0198,5234,CARD,captured,,2026-08-12T03:03:00,0
PAY0414,ORD0414,CUST0082,8360,NETBANKING,captured,,2026-08-07T05:20:00,0
PAY0415,ORD0415,CUST0074,2495,WALLET,captured,,2026-08-09T23:28:00,0
PAY0416,ORD0416,CUST0210,6153,CARD,captured,,2026-08-07T13:05:00,0
PAY0417,ORD0417,CUST0245,1793,NETBANKING,captured,,2026-08-15T22:14:00,0
PAY0418,ORD0418,CUST0066,8348,CARD,captured,,2026-08-13T06:08:00,0
PAY0419,ORD0419,CUST0070,9707,NETBANKING,captured,,2026-08-15T00:14:00,0
PAY0420,ORD0420,CUST0190,4419,CARD,failed,limit_exceeded,2026-08-15T12:24:00,1
PAY0421,ORD0421,CUST0060,1359,UPI,captured,,2026-08-11T17:59:00,0
PAY0422,ORD0422,CUST0026,2751,UPI,captured,,2026-08-04T14:15:00,0
PAY0423,ORD0423,CUST0105,8292,WALLET,captured,,2026-08-07T12:52:00,0
PAY0424,ORD0424,CUST0083,5175,UPI,captured,,2026-08-03T00:51:00,0
PAY0425,ORD0425,CUST0167,9905,CARD,captured,,2026-08-01T20:22:00,0
PAY0426,ORD0426,CUST0234,3367,WALLET,captured,,2026-08-05T00:00:00,0
PAY0427,ORD0427,CUST0240,1094,WALLET,captured,,2026-08-05T05:45:00,0
PAY0428,ORD0428,CUST0240,5241,UPI,failed,limit_exceeded,2026-08-08T14:58:00,0
PAY0429,ORD0429,CUST0073,7943,WALLET,captured,,2026-08-04T01:17:00,0
PAY0430,ORD0430,CUST0218,8760,WALLET,captured,,2026-08-03T13:31:00,0
PAY0431,ORD0431,CUST0085,3161,WALLET,captured,,2026-08-05T05:41:00,0
PAY0432,ORD0432,CUST0004,6022,NETBANKING,captured,,2026-08-05T09:29:00,0
PAY0433,ORD0433,CUST0045,7142,WALLET,captured,,2026-08-02T23:22:00,0
PAY0434,ORD0434,CUST0103,2061,CARD,captured,,2026-08-11T20:45:00,0
PAY0435,ORD0435,CUST0083,4563,UPI,captured,,2026-08-06T08:37:00,0
PAY0436,ORD0436,CUST0115,4873,NETBANKING,captured,,2026-08-14T00:52:00,0
PAY0437,ORD0437,CUST0003,4784,NETBANKING,captured,,2026-08-02T09:55:00,0
PAY0438,ORD0438,CUST0171,2435,WALLET,captured,,2026-08-10T05:24:00,0
PAY0439,ORD0439,CUST0176,8732,NETBANKING,captured,,2026-08-15T12:49:00,0
PAY0440,ORD0440,CUST0235,5332,NETBANKING,captured,,2026-08-05T23:40:00,0
PAY0441,ORD0441,CUST0246,2687,WALLET,captured,,2026-08-14T18:48:00,0
PAY0442,ORD0442,CUST0096,7312,WALLET,captured,,2026-08-16T02:41:00,0
PAY0443,ORD0443,CUST0212,4077,CARD,captured,,2026-08-14T13:23:00,0
PAY0444,ORD0444,CUST0224,1840,WALLET,captured,,2026-08-09T05:34:00,0
PAY0445,ORD0445,CUST0020,9742,UPI,failed,limit_exceeded,2026-08-14T00:46:00,1
PAY0446,ORD0446,CUST0138,2954,CARD,captured,,2026-08-12T20:10:00,0
PAY0447,ORD0447,CUST0114,2403,CARD,captured,,2026-08-12T02:57:00,0
PAY0448,ORD0448,CUST0024,8860,WALLET,captured,,2026-08-11T07:38:00,0
PAY0449,ORD0449,CUST0034,8908,WALLET,captured,,2026-08-02T07:31:00,0
PAY0450,ORD0450,CUST0144,8074,NETBANKING,captured,,2026-08-10T00:14:00,0
PAY0451,ORD0451,CUST0066,548,CARD,captured,,2026-08-02T00:44:00,0
PAY0452,ORD0452,CUST0109,6143,UPI,captured,,2026-08-02T08:54:00,0
PAY0453,ORD0453,CUST0240,1629,WALLET,failed,authentication_failed,2026-08-04T01:57:00,1
PAY0454,ORD0454,CUST0197,7386,NETBANKING,captured,,2026-08-09T16:53:00,0
PAY0455,ORD0455,CUST0115,6683,WALLET,captured,,2026-08-16T01:25:00,0
PAY0456,ORD0456,CUST0224,9334,CARD,captured,,2026-08-08T21:55:00,0
PAY0457,ORD0457,CUST0031,3423,WALLET,captured,,2026-08-06T01:37:00,0
PAY0458,ORD0458,CUST0214,555,UPI,captured,,2026-08-11T12:51:00,0
PAY0459,ORD0459,CUST0173,9419,WALLET,captured,,2026-08-06T05:25:00,0
PAY0460,ORD0460,CUST0064,8045,NETBANKING,captured,,2026-08-05T06:56:00,0
PAY0461,ORD0461,CUST0240,2347,UPI,captured,,2026-08-10T12:57:00,0
PAY0462,ORD0462,CUST0158,755,CARD,captured,,2026-08-03T07:06:00,0
PAY0463,ORD0463,CUST0153,1049,WALLET,captured,,2026-08-02T02:35:00,0
PAY0464,ORD0464,CUST0063,1223,WALLET,captured,,2026-08-13T06:46:00,0
PAY0465,ORD0465,CUST0056,1423,CARD,captured,,2026-08-07T13:58:00,0
PAY0466,ORD0466,CUST0060,9937,NETBANKING,captured,,2026-08-16T07:17:00,0
PAY0467,ORD0467,CUST0210,5752,CARD,captured,,2026-08-04T06:14:00,0
PAY0468,ORD0468,CUST0170,9039,CARD,captured,,2026-08-07T06:16:00,0
PAY0469,ORD0469,CUST0016,9620,CARD,captured,,2026-08-10T17:18:00,0
PAY0470,ORD0470,CUST0143,8619,UPI,captured,,2026-08-15T15:20:00,0
PAY0471,ORD0471,CUST0172,6743,NETBANKING,captured,,2026-08-10T06:57:00,0
PAY0472,ORD0472,CUST0039,5412,WALLET,captured,,2026-08-13T05:46:00,0
PAY0473,ORD0473,CUST0122,4447,CARD,captured,,2026-08-04T06:50:00,0
PAY0474,ORD0474,CUST0207,8085,UPI,captured,,2026-08-10T11:28:00,0
PAY0475,ORD0475,CUST0143,9182,CARD,captured,,2026-08-06T19:15:00,0
PAY0476,ORD0476,CUST0053,5910,UPI,captured,,2026-08-09T10:39:00,0
PAY0477,ORD0477,CUST0024,9274,CARD,failed,authentication_failed,2026-08-02T15:44:00,0
PAY0478,ORD0478,CUST0049,9655,CARD,captured,,2026-08-08T13:50:00,0
PAY0479,ORD0479,CUST0078,750,CARD,captured,,2026-08-03T16:04:00,0
PAY0480,ORD0480,CUST0192,8345,CARD,captured,,2026-08-05T15:41:00,0
PAY0481,ORD0481,CUST0102,4420,NETBANKING,captured,,2026-08-09T15:53:00,0
PAY0482,ORD0482,CUST0120,9242,NETBANKING,captured,,2026-08-09T04:24:00,0
PAY0483,ORD0483,CUST0132,8646,WALLET,captured,,2026-08-11T16:24:00,0
PAY0484,ORD0484,CUST0195,5745,CARD,captured,,2026-08-10T10:03:00,0
PAY0485,ORD0485,CUST0012,9715,CARD,captured,,2026-08-01T08:51:00,0
PAY0486,ORD0486,CUST0067,9564,WALLET,captured,,2026-08-05T11:08:00,0
PAY0487,ORD0487,CUST0085,4267,WALLET,captured,,2026-08-06T14:12:00,0
PAY0488,ORD0488,CUST0128,9520,NETBANKING,captured,,2026-08-12T02:51:00,0
PAY0489,ORD0489,CUST0248,8536,WALLET,captured,,2026-08-09T00:20:00,0
PAY0490,ORD0490,CUST0044,2792,WALLET,captured,,2026-08-13T08:04:00,0
PAY0491,ORD0491,CUST0165,1461,UPI,captured,,2026-08-02T16:35:00,0
PAY0492,ORD0492,CUST0242,1293,UPI,captured,,2026-08-15T08:26:00,0
PAY0493,ORD0493,CUST0060,1612,CARD,failed,limit_exceeded,2026-08-09T11:49:00,3
PAY0494,ORD0494,CUST0016,8415,WALLET,failed,limit_exceeded,2026-08-01T06:28:00,3
PAY0495,ORD0495,CUST0005,9172,NETBANKING,captured,,2026-08-07T12:34:00,0
PAY0496,ORD0496,CUST0005,8727,WALLET,captured,,2026-08-05T01:54:00,0
PAY0497,ORD0497,CUST0028,2077,CARD,captured,,2026-08-15T02:28:00,0
PAY0498,ORD0498,CUST0135,4634,NETBANKING,captured,,2026-08-10T00:45:00,0
PAY0499,ORD0499,CUST0021,6611,WALLET,captured,,2026-08-06T12:49:00,0
PAY0500,ORD0500,CUST0179,4199,NETBANKING,captured,,2026-08-02T20:01:00,0
PAY0501,ORD0501,CUST0168,1018,UPI,captured,,2026-08-09T13:59:00,0
PAY0502,ORD0502,CUST0142,8297,UPI,captured,,2026-08-04T21:35:00,0
PAY0503,ORD0503,CUST0022,8688,WALLET,captured,,2026-08-08T12:55:00,0
PAY0504,ORD0504,CUST0145,2061,UPI,captured,,2026-08-13T21:32:00,0
PAY0505,ORD0505,CUST0122,4940,UPI,captured,,2026-08-07T09:07:00,0
PAY0506,ORD0506,CUST0231,9396,UPI,failed,network_error,2026-08-05T17:08:00,0
PAY0507,ORD0507,CUST0151,2861,WALLET,captured,,2026-08-07T19:26:00,0
PAY0508,ORD0508,CUST0042,9738,CARD,captured,,2026-08-09T20:31:00,0
PAY0509,ORD0509,CUST0174,9355,NETBANKING,captured,,2026-08-04T04:25:00,0
PAY0510,ORD0510,CUST0203,1783,NETBANKING,failed,authentication_failed,2026-08-02T17:30:00,1
PAY0511,ORD0511,CUST0088,6998,NETBANKING,failed,network_error,2026-08-12T03:56:00,3
PAY0512,ORD0512,CUST0059,6328,WALLET,captured,,2026-08-16T11:12:00,0
PAY0513,ORD0513,CUST0150,6726,UPI,captured,,2026-08-07T17:18:00,0
PAY0514,ORD0514,CUST0205,4536,UPI,failed,insufficient_funds,2026-08-15T10:11:00,3
PAY0515,ORD0515,CUST0040,6882,NETBANKING,captured,,2026-08-03T01:58:00,0
PAY0516,ORD0516,CUST0002,5549,WALLET,captured,,2026-08-07T03:19:00,0
PAY0517,ORD0517,CUST0027,2669,UPI,captured,,2026-08-11T05:07:00,0
PAY0518,ORD0518,CUST0143,9587,WALLET,captured,,2026-08-03T00:56:00,0
PAY0519,ORD0519,CUST0091,9579,UPI,captured,,2026-08-08T09:10:00,0
PAY0520,ORD0520,CUST0222,6810,UPI,captured,,2026-08-09T19:47:00,0
PAY0521,ORD0521,CUST0200,1886,CARD,captured,,2026-08-04T20:36:00,0
PAY0522,ORD0522,CUST0176,6736,CARD,captured,,2026-08-07T20:27:00,0
PAY0523,ORD0523,CUST0069,8578,CARD,failed,authentication_failed,2026-08-10T13:58:00,2
PAY0524,ORD0524,CUST0077,8432,UPI,captured,,2026-08-06T14:40:00,0
PAY0525,ORD0525,CUST0185,8622,CARD,captured,,2026-08-04T01:59:00,0
PAY0526,ORD0526,CUST0078,609,WALLET,captured,,2026-08-15T02:42:00,0
PAY0527,ORD0527,CUST0098,5898,WALLET,captured,,2026-08-15T19:33:00,0
PAY0528,ORD0528,CUST0250,2729,NETBANKING,captured,,2026-08-05T13:41:00,0
PAY0529,ORD0529,CUST0123,5646,CARD,captured,,2026-08-08T06:17:00,0
PAY0530,ORD0530,CUST0075,8543,CARD,captured,,2026-08-07T09:04:00,0
PAY0531,ORD0531,CUST0210,6936,NETBANKING,captured,,2026-08-13T19:56:00,0
PAY0532,ORD0532,CUST0052,9438,CARD,captured,,2026-08-13T12:25:00,0
PAY0533,ORD0533,CUST0007,8062,CARD,captured,,2026-08-07T15:06:00,0
PAY0534,ORD0534,CUST0213,1632,WALLET,captured,,2026-08-04T04:00:00,0
PAY0535,ORD0535,CUST0163,5460,CARD,captured,,2026-08-04T12:10:00,0
PAY0536,ORD0536,CUST0184,7431,WALLET,failed,limit_exceeded,2026-08-14T05:58:00,3
PAY0537,ORD0537,CUST0103,9254,WALLET,captured,,2026-08-09T04:21:00,0
PAY0538,ORD0538,CUST0180,9295,UPI,failed,insufficient_funds,2026-08-04T18:50:00,2
PAY0539,ORD0539,CUST0166,1224,WALLET,captured,,2026-08-08T13:05:00,0
PAY0540,ORD0540,CUST0248,7551,UPI,failed,network_error,2026-08-12T14:53:00,1
PAY0541,ORD0541,CUST0192,8998,CARD,captured,,2026-08-09T21:36:00,0
PAY0542,ORD0542,CUST0119,8698,CARD,captured,,2026-08-01T13:24:00,0
PAY0543,ORD0543,CUST0124,2211,NETBANKING,captured,,2026-08-02T22:53:00,0
PAY0544,ORD0544,CUST0030,2820,NETBANKING,captured,,2026-08-11T08:40:00,0
PAY0545,ORD0545,CUST0201,3888,WALLET,captured,,2026-08-03T05:18:00,0
PAY0546,ORD0546,CUST0113,7911,NETBANKING,failed,bank_error,2026-08-01T12:20:00,0
PAY0547,ORD0547,CUST0218,6119,UPI,captured,,2026-08-04T17:45:00,0
PAY0548,ORD0548,CUST0239,4495,CARD,captured,,2026-08-08T12:45:00,0
PAY0549,ORD0549,CUST0144,7484,WALLET,captured,,2026-08-10T05:12:00,0
PAY0550,ORD0550,CUST0162,3521,CARD,captured,,2026-08-10T20:00:00,0
PAY0551,ORD0551,CUST0102,977,CARD,captured,,2026-08-10T18:35:00,0
PAY0552,ORD0552,CUST0100,571,CARD,captured,,2026-08-02T10:10:00,0
PAY0553,ORD0553,CUST0148,2166,CARD,captured,,2026-08-05T11:37:00,0
PAY0554,ORD0554,CUST0118,2366,NETBANKING,captured,,2026-08-12T03:19:00,0
PAY0555,ORD0555,CUST0136,5633,WALLET,captured,,2026-08-14T08:34:00,0
PAY0556,ORD0556,CUST0030,6199,NETBANKING,captured,,2026-08-15T01:09:00,0
PAY0557,ORD0557,CUST0045,5372,UPI,captured,,2026-08-08T03:02:00,0
PAY0558,ORD0558,CUST0031,4407,NETBANKING,captured,,2026-08-09T11:52:00,0
PAY0559,ORD0559,CUST0178,2815,WALLET,captured,,2026-08-04T03:17:00,0
PAY0560,ORD0560,CUST0148,6785,WALLET,captured,,2026-08-15T11:04:00,0
PAY0561,ORD0561,CUST0138,3337,CARD,captured,,2026-08-04T04:37:00,0
PAY0562,ORD0562,CUST0048,5653,WALLET,captured,,2026-08-09T04:04:00,0
PAY0563,ORD0563,CUST0244,656,WALLET,captured,,2026-08-09T17:41:00,0
PAY0564,ORD0564,CUST0247,9699,WALLET,captured,,2026-08-12T04:32:00,0
PAY0565,ORD0565,CUST0107,7771,WALLET,captured,,2026-08-13T20:46:00,0
PAY0566,ORD0566,CUST0008,4112,NETBANKING,failed,insufficient_funds,2026-08-04T19:51:00,2
PAY0567,ORD0567,CUST0200,7991,WALLET,captured,,2026-08-03T13:49:00,0
PAY0568,ORD0568,CUST0147,2370,NETBANKING,captured,,2026-08-09T08:21:00,0
PAY0569,ORD0569,CUST0139,1180,WALLET,captured,,2026-08-10T16:11:00,0
PAY0570,ORD0570,CUST0027,4554,NETBANKING,captured,,2026-08-01T17:36:00,0
PAY0571,ORD0571,CUST0116,4804,NETBANKING,captured,,2026-08-02T23:30:00,0
PAY0572,ORD0572,CUST0113,2422,CARD,captured,,2026-08-14T09:05:00,0
PAY0573,ORD0573,CUST0177,6243,WALLET,captured,,2026-08-04T04:02:00,0
PAY0574,ORD0574,CUST0201,3884,CARD,captured,,2026-08-13T23:20:00,0
PAY0575,ORD0575,CUST0090,9219,NETBANKING,captured,,2026-08-04T19:57:00,0
PAY0576,ORD0576,CUST0083,5293,NETBANKING,captured,,2026-08-12T16:56:00,0
PAY0577,ORD0577,CUST0231,2059,CARD,captured,,2026-08-10T08:47:00,0
PAY0578,ORD0578,CUST0236,1470,NETBANKING,captured,,2026-08-03T21:17:00,0
PAY0579,ORD0579,CUST0180,2673,CARD,captured,,2026-08-08T07:54:00,0
PAY0580,ORD0580,CUST0213,4554,WALLET,captured,,2026-08-14T03:21:00,0
PAY0581,ORD0581,CUST0162,4901,WALLET,captured,,2026-08-02T17:14:00,0
PAY0582,ORD0582,CUST0163,2024,WALLET,captured,,2026-08-07T07:56:00,0
PAY0583,ORD0583,CUST0178,6545,WALLET,captured,,2026-08-08T10:44:00,0
PAY0584,ORD0584,CUST0149,539,UPI,captured,,2026-08-11T10:22:00,0
PAY0585,ORD0585,CUST0163,6368,UPI,captured,,2026-08-10T01:12:00,0
PAY0586,ORD0586,CUST0056,7538,CARD,captured,,2026-08-08T08:19:00,0
PAY0587,ORD0587,CUST0213,5145,NETBANKING,captured,,2026-08-03T23:19:00,0
PAY0588,ORD0588,CUST0145,8450,NETBANKING,captured,,2026-08-02T02:26:00,0
PAY0589,ORD0589,CUST0012,2130,WALLET,failed,insufficient_funds,2026-08-11T09:19:00,3
PAY0590,ORD0590,CUST0001,7508,CARD,captured,,2026-08-04T00:02:00,0
PAY0591,ORD0591,CUST0226,5444,CARD,captured,,2026-08-07T05:39:00,0
PAY0592,ORD0592,CUST0024,6404,NETBANKING,captured,,2026-08-16T02:54:00,0
PAY0593,ORD0593,CUST0232,3210,UPI,captured,,2026-08-07T22:50:00,0
PAY0594,ORD0594,CUST0186,4335,WALLET,captured,,2026-08-03T03:58:00,0
PAY0595,ORD0595,CUST0001,3995,WALLET,failed,limit_exceeded,2026-08-12T19:41:00,1
PAY0596,ORD0596,CUST0175,7790,UPI,failed,network_error,2026-08-10T14:38:00,0
PAY0597,ORD0597,CUST0178,2664,WALLET,failed,authentication_failed,2026-08-03T07:56:00,0
PAY0598,ORD0598,CUST0027,5632,NETBANKING,captured,,2026-08-04T02:53:00,0
PAY0599,ORD0599,CUST0098,2680,CARD,failed,limit_exceeded,2026-08-14T21:18:00,0
PAY0600,ORD0600,CUST0167,3187,WALLET,captured,,2026-08-05T20:21:00,0
PAY0601,ORD0601,CUST0161,2979,WALLET,captured,,2026-08-11T01:36:00,0
PAY0602,ORD0602,CUST0221,4058,UPI,captured,,2026-08-04T04:27:00,0
PAY0603,ORD0603,CUST0193,2516,WALLET,captured,,2026-08-10T18:30:00,0
PAY0604,ORD0604,CUST0081,2789,CARD,captured,,2026-08-02T22:00:00,0
PAY0605,ORD0605,CUST0064,9565,NETBANKING,captured,,2026-08-01T14:38:00,0
PAY0606,ORD0606,CUST0218,5441,CARD,captured,,2026-08-12T14:16:00,0
PAY0607,ORD0607,CUST0049,6917,NETBANKING,captured,,2026-08-06T10:42:00,0
PAY0608,ORD0608,CUST0127,6821,UPI,captured,,2026-08-15T12:28:00,0
PAY0609,ORD0609,CUST0153,1662,UPI,captured,,2026-08-08T04:50:00,0
PAY0610,ORD0610,CUST0034,6836,WALLET,captured,,2026-08-04T22:21:00,0
PAY0611,ORD0611,CUST0196,8216,UPI,failed,bank_error,2026-08-06T23:11:00,0
PAY0612,ORD0612,CUST0056,1151,UPI,captured,,2026-08-10T01:20:00,0
